cell_id,family,task,model,seed,explainer,predictor_competence_pass,test_auroc,n_calibration_rationale,n_test_rationale,fraction_grid,test_risk,mean_atom_fraction,precision,iou,random_test_risk,random_mean_atom_fraction,atom_fraction_saving_vs_random,fixed20_risk,fixed50_risk,risk_pass,efficiency_pass,oracle_fraction,oracle_calibration_risk,oracle_corrected_risk,oracle_n_calibration_rationale,oracle_test_risk,oracle_test_mean_atom_fraction,oracle_test_median_atom_fraction,oracle_test_precision,oracle_test_iou,oracle_n_test_rationale,excess_mean_atom_fraction,recoverable_efficiency,oracle_efficiency_pass
google__logic7__gin__seed123,google,logic7,gin,123,ig,True,0.9707265060824892,66,47,0.67,0.0622340425531914,0.6931680002888293,0.2663452682069703,0.2625378202662308,0.050354609929078,0.9390069354229216,0.2458389351340922,0.2250506585612968,0.1203900709219858,True,True,0.19,0.08284632034632033,0.09653518123667378,66,0.044756838905775066,0.21349909132728323,0.21052631578947367,0.8617021276595743,0.8169452887537995,47,0.47966890896154607,0.3388508299872842,True
google__logic7__gin__seed2026,google,logic7,gin,2026,gradinput,True,0.9703145446614646,66,47,0.89,0.1067629179331307,0.9117734745948356,0.1949044262389677,0.1917775759447127,0.076418439716312,0.8983233285789827,-0.013450146015853,0.6508358662613982,0.4284701114488349,False,False,0.19,0.08284632034632033,0.09653518123667378,66,0.044756838905775066,0.21349909132728323,0.21052631578947367,0.8617021276595743,0.8169452887537995,47,0.6982743832675524,-0.019640289119775233,True
google__logic7__gin__seed2026,google,logic7,gin,2026,ig,True,0.9703145446614646,66,47,0.92,0.0960992907801418,0.9480649064374144,0.1905303458598409,0.1882794534360421,0.076418439716312,0.8983233285789827,-0.0497415778584318,0.4118034447821681,0.2830293819655521,True,False,0.19,0.08284632034632033,0.09653518123667378,66,0.044756838905775066,0.21349909132728323,0.21052631578947367,0.8617021276595743,0.8169452887537995,47,0.7345658151101311,-0.07263407915883931,True
google__logic7__gin__seed42,google,logic7,gin,42,gradinput,True,0.9656375708815974,66,47,0.93,0.0727203647416413,0.9546910462550436,0.1909843366651146,0.1884220252936439,0.0973404255319149,0.8983233285789827,-0.0563677176760609,0.95177304964539,0.6971631205673758,True,False,0.19,0.08284632034632033,0.09653518123667378,66,0.044756838905775066,0.21349909132728323,0.21052631578947367,0.8617021276595743,0.8169452887537995,47,0.7411919549277604,-0.0823097586356945,True
google__logic7__gin__seed42,google,logic7,gin,42,ig,True,0.9656375708815974,66,47,0.74,0.091691995947315,0.7666275550759587,0.2326523265213075,0.2278632556685715,0.0973404255319149,0.8983233285789827,0.1316957735030239,0.4981509625126647,0.1711499493414386,True,True,0.19,0.08284632034632033,0.09653518123667378,66,0.044756838905775066,0.21349909132728323,0.21052631578947367,0.8617021276595743,0.8169452887537995,47,0.5531284637486755,0.19230594704349033,True
google__logic8__gcn__seed123,google,logic8,gcn,123,gradinput,True,0.7622837933894089,269,184,0.88,0.0950292913608131,0.9024191886597204,0.3067597209488362,0.2981807843754581,0.1005703384779471,0.9024191886597204,0.0,0.5644392292490118,0.330727500156848,True,False,0.27,0.0932908273056972,0.09664900942678722,269,0.09199153805132065,0.2909041702993742,0.2916666666666667,0.9117494824016563,0.8197579443503354,184,0.6115150183603462,0.0,True
google__logic8__gcn__seed123,google,logic8,gcn,123,ig,True,0.7622837933894089,269,184,0.84,0.0846281134324612,0.8602399673880892,0.3234493928423546,0.3137801346905504,0.1005703384779471,0.9024191886597204,0.0421792212716312,0.620212803500847,0.2763690868310434,True,False,0.27,0.0932908273056972,0.09664900942678722,269,0.09199153805132065,0.2909041702993742,0.2916666666666667,0.9117494824016563,0.8197579443503354,184,0.569335797088715,0.0689749556515002,True
google__logic8__gcn__seed2026,google,logic8,gcn,2026,gradinput,True,0.7670225684160645,269,184,0.89,0.0817811264822134,0.9154662190660858,0.3058428315912298,0.2981185568666109,0.103878262438045,0.9024191886597204,-0.0130470304063654,0.5914298262124349,0.2905665741263567,True,False,0.27,0.0932908273056972,0.09664900942678722,269,0.09199153805132065,0.2909041702993742,0.2916666666666667,0.9117494824016563,0.8197579443503354,184,0.6245620487667116,-0.021335584596676675,True
google__logic8__gcn__seed2026,google,logic8,gcn,2026,ig,True,0.7670225684160645,269,184,0.91,0.0917946938327373,0.9329327485320432,0.2983701742230031,0.2908402062775292,0.103878262438045,0.9024191886597204,-0.0305135598723227,0.6525366240040154,0.3981629179998745,True,False,0.27,0.0932908273056972,0.09664900942678722,269,0.09199153805132065,0.2909041702993742,0.2916666666666667,0.9117494824016563,0.8197579443503354,184,0.642028578232669,-0.049898300051793965,True
google__logic8__gcn__seed42,google,logic8,gcn,42,gradinput,True,0.773693875133278,269,184,0.91,0.081219806763285,0.9329327485320432,0.3017496749071508,0.2953173607787082,0.083308041596085,0.9154662190660858,-0.0174665294659572,0.5892688531275487,0.2988089356295877,True,False,0.27,0.0932908273056972,0.09664900942678722,269,0.09199153805132065,0.2909041702993742,0.2916666666666667,0.9117494824016563,0.8197579443503354,184,0.642028578232669,-0.027966043566764246,True
google__logic8__gcn__seed42,google,logic8,gcn,42,ig,True,0.773693875133278,269,184,0.96,0.0272541015747537,0.991304347826087,0.3006255786403412,0.2989498540026601,0.083308041596085,0.9154662190660858,-0.0758381287600011,0.6409592822636301,0.4075800708952882,True,False,0.27,0.0932908273056972,0.09664900942678722,269,0.09199153805132065,0.2909041702993742,0.2916666666666667,0.9117494824016563,0.8197579443503354,184,0.7004001775267128,-0.12142609194675624,True
google__logic8__gin__seed123,google,logic8,gin,123,gradinput,True,0.9480289657623504,269,184,0.95,0.0828098531902879,0.9635620995261828,0.2916067586052043,0.2850446181083185,0.1005703384779471,0.9024191886597204,-0.0611429108664624,0.8748974606311563,0.669110946420729,True,False,0.27,0.0932908273056972,0.09664900942678722,269,0.09199153805132065,0.2909041702993742,0.2916666666666667,0.9117494824016563,0.8197579443503354,184,0.6726579292268086,-0.09998595133510334,True
google__logic8__gin__seed123,google,logic8,gin,123,ig,True,0.9480289657623504,269,184,0.85,0.0939964473931865,0.8710699269022593,0.3171126144499075,0.307382702935878,0.1005703384779471,0.9024191886597204,0.0313492617574611,0.5852276648472301,0.3731940915364827,True,False,0.27,0.0932908273056972,0.09664900942678722,269,0.09199153805132065,0.2909041702993742,0.2916666666666667,0.9117494824016563,0.8197579443503354,184,0.580165756602885,0.05126490898215029,True
google__logic8__gin__seed2026,google,logic8,gin,2026,gradinput,True,0.9461852861035422,269,184,0.93,0.0625782279314888,0.9552677229464128,0.2993921829174449,0.2934756652199422,0.103878262438045,0.9024191886597204,-0.0528485342866925,0.780268327686806,0.5514122200263505,True,False,0.27,0.0932908273056972,0.09664900942678722,269,0.09199153805132065,0.2909041702993742,0.2916666666666667,0.9117494824016563,0.8197579443503354,184,0.6643635526470386,-0.08642229986173537,True
google__logic8__gin__seed2026,google,logic8,gin,2026,ig,True,0.9461852861035422,269,184,0.76,0.0872982542819499,0.7782340988395715,0.3563398464112725,0.3441797757999467,0.103878262438045,0.9024191886597204,0.1241850898201488,0.5627201753560449,0.2332260885250015,True,True,0.27,0.0932908273056972,0.09664900942678722,269,0.09199153805132065,0.2909041702993742,0.2916666666666667,0.9117494824016563,0.8197579443503354,184,0.4873299285401973,0.20307774313233723,True
google__logic8__gin__seed42,google,logic8,gin,42,gradinput,True,0.9017888875725626,269,184,0.91,0.076471626199887,0.9329327485320432,0.3024215984493477,0.2957819818793321,0.083308041596085,0.9154662190660858,-0.0174665294659572,0.8327904432523998,0.5025754438797917,True,False,0.27,0.0932908273056972,0.09664900942678722,269,0.09199153805132065,0.2909041702993742,0.2916666666666667,0.9117494824016563,0.8197579443503354,184,0.642028578232669,-0.027966043566764246,True
google__logic8__gin__seed42,google,logic8,gin,42,ig,True,0.9017888875725626,269,184,0.86,0.090565201706506,0.8816677529892157,0.3149575669148458,0.3060177022898028,0.083308041596085,0.9154662190660858,0.03379846607687,0.6873556998556999,0.4304402722880984,True,False,0.27,0.0932908273056972,0.09664900942678722,269,0.09199153805132065,0.2909041702993742,0.2916666666666667,0.9117494824016563,0.8197579443503354,184,0.5907635826898415,0.05411546561884455,True
